file,duration,sss
nlx-137703a0-a676-11ea-aef0-294d006d652e.wav,59.83825,5
nlx-3abffbf0-a36b-11ea-aef0-294d006d652e.wav,7.765375,3
nlx-fcd67ed0-a12c-11ea-8784-2352adf0139f.wav,2.304,6
nlx-c344cdf0-a4df-11ea-a9bd-05f6eec0ad7f.wav,0.3733125,2
nlx-4be2f880-a16b-11ea-bcc0-954f47b73b1e.wav,10.5581875,6
nlx-cd6aab10-a110-11ea-ad75-47afc39b88d6.wav,2.573125,7
nlx-50883ba0-a181-11ea-9c5f-5fb704133341.wav,5.376,4
nlx-ec1e30b0-a118-11ea-ad75-47afc39b88d6.wav,6.130125,2
nlx-690a1fc0-a34a-11ea-aef0-294d006d652e.wav,0.7864375,4
nlx-dada3930-a158-11ea-a9bd-05f6eec0ad7f.wav,2.304,2
nlx-b9ebd630-a139-11ea-aef0-294d006d652e.wav,2.2186875,5
nlx-76ecbe30-a125-11ea-8784-2352adf0139f.wav,0.87875,5
nlx-873ab380-a915-11ea-ad75-47afc39b88d6.wav,1.1415625,7
nlx-b4330620-a687-11ea-a9bd-05f6eec0ad7f.wav,1.043875,2
nlx-4c73d400-a372-11ea-aef0-294d006d652e.wav,0.882875,5
nlx-83266ac0-a8c8-11ea-9c5f-5fb704133341.wav,5.888,3
nlx-952275f0-a68b-11ea-bcc0-954f47b73b1e.wav,0.3875625,2
nlx-5e0dfad0-a10e-11ea-ad75-47afc39b88d6.wav,0.8288125,4
nlx-81961d70-a92e-11ea-aef0-294d006d652e.wav,9.3866875,3
nlx-78e287a0-a10d-11ea-bcc0-954f47b73b1e.wav,5.468125,2
nlx-75890f80-a125-11ea-8784-2352adf0139f.wav,59.1645,1
nlx-35e33df0-a42d-11ea-8784-2352adf0139f.wav,2.389375,2
nlx-99381f50-a127-11ea-8784-2352adf0139f.wav,4.037875,6
nlx-54c97360-a595-11ea-a9bd-05f6eec0ad7f.wav,0.4610625,7
nlx-60a18c10-a110-11ea-aef0-294d006d652e.wav,2.229125,6
nlx-48455d20-a491-11ea-a9bd-05f6eec0ad7f.wav,0.9994375,7
nlx-7815a190-a72a-11ea-9c5f-5fb704133341.wav,21.76,1
nlx-391d70d0-a1fd-11ea-9c5f-5fb704133341.wav,7.062375,5
nlx-65acdb70-a10f-11ea-bcc0-954f47b73b1e.wav,9.0289375,7
nlx-9e7df7b0-a43c-11ea-ad75-47afc39b88d6.wav,2.2186875,5
nlx-bed9d780-a212-11ea-9c5f-5fb704133341.wav,0.4535625,6
nlx-393086b0-a118-11ea-9c5f-5fb704133341.wav,9.8986875,7
nlx-67e5c990-a111-11ea-bcc0-954f47b73b1e.wav,0.2865,5
nlx-56246e40-a15d-11ea-9c5f-5fb704133341.wav,0.6556875,6
nlx-2e2d7e10-a75a-11ea-8784-2352adf0139f.wav,3.15,6
nlx-c4ff0110-a4df-11ea-a9bd-05f6eec0ad7f.wav,0.8001875,7
nlx-5b536da0-a44e-11ea-bcc0-954f47b73b1e.wav,0.6488125,6
nlx-5f20ee70-a12f-11ea-ad75-47afc39b88d6.wav,0.6580625,3
nlx-2484c5c0-a67f-11ea-a9bd-05f6eec0ad7f.wav,2.55375,2
nlx-740bb6b0-a1c7-11ea-9c5f-5fb704133341.wav,1.62025,5
nlx-11283da0-a863-11ea-aef0-294d006d652e.wav,2.043375,5
nlx-2809ea50-a67e-11ea-bcc0-954f47b73b1e.wav,7.5691875,2
nlx-4e689b20-a880-11ea-a9bd-05f6eec0ad7f.wav,7.936,7
nlx-f83b8ff0-a8ed-11ea-ad75-47afc39b88d6.wav,7.0293125,6
nlx-86927030-a370-11ea-bcc0-954f47b73b1e.wav,0.52525,1
nlx-a5d52990-a11f-11ea-8784-2352adf0139f.wav,5.8514375,1
nlx-437757b0-a76d-11ea-8784-2352adf0139f.wav,0.614625,5
nlx-da0d7210-a202-11ea-aef0-294d006d652e.wav,9.8986875,2
nlx-6398f360-a5a0-11ea-8784-2352adf0139f.wav,59.904,2
nlx-cc610890-a458-11ea-aef0-294d006d652e.wav,59.904,1
nlx-78f26fa0-a44e-11ea-ad75-47afc39b88d6.wav,0.4335625,6
nlx-ff791c40-a1d3-11ea-a9bd-05f6eec0ad7f.wav,1.904,3
nlx-3cc6dd50-a8ee-11ea-aef0-294d006d652e.wav,0.8080625,6
nlx-f0e20060-a283-11ea-a9bd-05f6eec0ad7f.wav,59.904,1
nlx-7ed76dc0-a2fb-11ea-a9bd-05f6eec0ad7f.wav,1.001125,4
nlx-513aa3c0-a2d6-11ea-9c5f-5fb704133341.wav,4.1238125,7
nlx-f6580880-a10e-11ea-a9bd-05f6eec0ad7f.wav,2.254625,1
nlx-a004dc80-a873-11ea-aef0-294d006d652e.wav,14.9041875,5
nlx-88703210-a119-11ea-bcc0-954f47b73b1e.wav,9.8453125,2
nlx-96553050-a6dd-11ea-8784-2352adf0139f.wav,5.973375,5
nlx-a8376e00-a8ea-11ea-bcc0-954f47b73b1e.wav,9.8986875,5
nlx-21579140-a2c7-11ea-bcc0-954f47b73b1e.wav,1.792,6
nlx-55dbf140-a2d6-11ea-9c5f-5fb704133341.wav,3.896375,7
nlx-14c07a40-a78c-11ea-ad75-47afc39b88d6.wav,11.3986875,5
nlx-4576db40-a159-11ea-a9bd-05f6eec0ad7f.wav,0.64925,5
nlx-4033db00-a484-11ea-bcc0-954f47b73b1e.wav,1.071375,3
nlx-5930a8f0-a915-11ea-aef0-294d006d652e.wav,0.669375,7
nlx-22d73dd0-a674-11ea-a9bd-05f6eec0ad7f.wav,9.8986875,7
nlx-5f788e60-a4df-11ea-bcc0-954f47b73b1e.wav,9.0404375,7
nlx-f63b3040-a8e6-11ea-ad75-47afc39b88d6.wav,1.7760625,2
nlx-5a8a6ac0-a1fd-11ea-9c5f-5fb704133341.wav,37.1253125,4
nlx-6bd611f0-a674-11ea-aef0-294d006d652e.wav,4.2666875,7
nlx-a032f260-a115-11ea-9c5f-5fb704133341.wav,8.815875,5
nlx-bbdff830-a522-11ea-a9bd-05f6eec0ad7f.wav,0.6103125,3
nlx-6cde8870-a16a-11ea-a9bd-05f6eec0ad7f.wav,6.8266875,6
nlx-d837ef80-a296-11ea-8784-2352adf0139f.wav,2.13625,6
nlx-f2413590-a691-11ea-8784-2352adf0139f.wav,7.8948125,1
nlx-89bce930-a1d0-11ea-a9bd-05f6eec0ad7f.wav,0.82125,3
nlx-b11532d0-a4af-11ea-8784-2352adf0139f.wav,7.5439375,5
nlx-f272d200-a743-11ea-a9bd-05f6eec0ad7f.wav,0.54775,3
nlx-679376f0-a129-11ea-a9bd-05f6eec0ad7f.wav,9.063125,5
nlx-df87e980-a68c-11ea-bcc0-954f47b73b1e.wav,3.993875,5
nlx-2007e590-a742-11ea-ad75-47afc39b88d6.wav,7.936,4
nlx-b7a124a0-a915-11ea-ad75-47afc39b88d6.wav,0.6180625,7
nlx-9caad520-a7fc-11ea-aef0-294d006d652e.wav,1.28,4
nlx-e9919d90-a5a6-11ea-a9bd-05f6eec0ad7f.wav,0.499625,3
nlx-6379e390-a5a9-11ea-ad75-47afc39b88d6.wav,1.792,4
nlx-28d91290-a28b-11ea-ad75-47afc39b88d6.wav,59.2818125,1
nlx-3bf609e0-a43a-11ea-9c5f-5fb704133341.wav,2.048,1
nlx-ec2d8290-a28f-11ea-aef0-294d006d652e.wav,1.1675625,1
nlx-d397aa30-a609-11ea-a9bd-05f6eec0ad7f.wav,7.0115625,6
nlx-655bb8c0-a110-11ea-bcc0-954f47b73b1e.wav,1.857625,6
nlx-1bd4d980-a75e-11ea-8784-2352adf0139f.wav,2.229125,1
nlx-39a7f700-a1d0-11ea-a9bd-05f6eec0ad7f.wav,2.2285625,2
nlx-44648b10-a110-11ea-8784-2352adf0139f.wav,2.4149375,6
nlx-1bc09cd0-a66f-11ea-a9bd-05f6eec0ad7f.wav,59.904,7
nlx-48779f80-a156-11ea-9c5f-5fb704133341.wav,0.3599375,6
nlx-51d323b0-a5ca-11ea-8784-2352adf0139f.wav,16.219875,2
nlx-8bc14c20-a5eb-11ea-9c5f-5fb704133341.wav,9.8986875,4
nlx-c5a5d990-a1d8-11ea-bcc0-954f47b73b1e.wav,9.8986875,6
nlx-e6ad46d0-a43c-11ea-8784-2352adf0139f.wav,1.606375,5
nlx-b78bbf80-a441-11ea-9c5f-5fb704133341.wav,1.365375,4
nlx-ca818090-a831-11ea-a9bd-05f6eec0ad7f.wav,2.13625,5
nlx-bbb87740-a457-11ea-a9bd-05f6eec0ad7f.wav,1.3048125,5
nlx-9a1a6ef0-a68b-11ea-bcc0-954f47b73b1e.wav,0.9288125,1
nlx-b12e4ea0-a1c6-11ea-8784-2352adf0139f.wav,1.1046875,2
nlx-79cbdb60-a36c-11ea-ad75-47afc39b88d6.wav,1.6846875,2
nlx-85c20db0-a1f8-11ea-aef0-294d006d652e.wav,2.389375,2
