file,duration,sss
nlx-432935c0-a44e-11ea-bcc0-954f47b73b1e.wav,0.569,6
nlx-9bb0c2d0-a15b-11ea-a9bd-05f6eec0ad7f.wav,0.8841875,4
nlx-496f0ec0-a11d-11ea-bcc0-954f47b73b1e.wav,2.062375,4
nlx-a9706790-a908-11ea-aef0-294d006d652e.wav,1.6155,1
nlx-237bb710-a346-11ea-aef0-294d006d652e.wav,9.8986875,1
nlx-f71d6b00-a8c7-11ea-bcc0-954f47b73b1e.wav,8.3626875,6
nlx-63d648e0-a11e-11ea-9c5f-5fb704133341.wav,0.7344375,3
nlx-8c66cc60-a134-11ea-8784-2352adf0139f.wav,2.5078125,2
nlx-64727460-a5a9-11ea-ad75-47afc39b88d6.wav,1.536,4
nlx-1e3030f0-a856-11ea-bcc0-954f47b73b1e.wav,0.8494375,3
nlx-9527fc70-a594-11ea-ad75-47afc39b88d6.wav,2.6180625,2
nlx-53bab810-a8ee-11ea-8784-2352adf0139f.wav,0.5950625,6
nlx-1e8dbe50-a284-11ea-8784-2352adf0139f.wav,0.4864375,1
nlx-0653ce10-a6ad-11ea-bcc0-954f47b73b1e.wav,59.904,4
nlx-3ffb80b0-a336-11ea-ad75-47afc39b88d6.wav,0.457625,1
nlx-4cc7b1f0-a215-11ea-8784-2352adf0139f.wav,2.2165,3
nlx-ce168e40-a4fc-11ea-a9bd-05f6eec0ad7f.wav,0.6113125,1
nlx-ffde22b0-a5d0-11ea-ad75-47afc39b88d6.wav,2.494875,5
nlx-6d8596b0-a674-11ea-aef0-294d006d652e.wav,3.413375,7
nlx-8cf31220-a43a-11ea-a9bd-05f6eec0ad7f.wav,9.8986875,4
nlx-22152b00-a2be-11ea-bcc0-954f47b73b1e.wav,0.22375,4
nlx-9d0a5410-a5a8-11ea-9c5f-5fb704133341.wav,2.389375,1
nlx-e2380f70-a128-11ea-9c5f-5fb704133341.wav,0.9945,6
nlx-a4fa9910-a1c4-11ea-a9bd-05f6eec0ad7f.wav,1.365375,1
nlx-32ccc250-a110-11ea-aef0-294d006d652e.wav,2.7864375,6
nlx-57291880-a6f9-11ea-ad75-47afc39b88d6.wav,1.1946875,1
nlx-ecf0f7e0-a6e8-11ea-bcc0-954f47b73b1e.wav,4.2666875,3
nlx-d49e4e00-a296-11ea-8784-2352adf0139f.wav,2.322,6
nlx-c0656570-a734-11ea-bcc0-954f47b73b1e.wav,37.999875,3
nlx-6506e750-a6c9-11ea-ad75-47afc39b88d6.wav,1.792,3
nlx-ba2f1410-a2d6-11ea-bcc0-954f47b73b1e.wav,4.518125,7
nlx-4ebda0a0-a238-11ea-9c5f-5fb704133341.wav,0.36075,2
nlx-3af37c50-a12c-11ea-8784-2352adf0139f.wav,1.94175,4
nlx-3e26cba0-a110-11ea-aef0-294d006d652e.wav,2.7864375,6
nlx-6e6cd0c0-a3b3-11ea-aef0-294d006d652e.wav,0.5461875,3
nlx-2bac4c20-a683-11ea-bcc0-954f47b73b1e.wav,59.72175,1
nlx-8b14f990-a8eb-11ea-8784-2352adf0139f.wav,2.1445625,4
nlx-c9a45240-a126-11ea-bcc0-954f47b73b1e.wav,4.8830625,1
nlx-5c90e180-a29f-11ea-bcc0-954f47b73b1e.wav,0.890125,6
nlx-4f622e10-a817-11ea-ad75-47afc39b88d6.wav,1.792,3
nlx-c250e850-a4f0-11ea-a9bd-05f6eec0ad7f.wav,9.3779375,2
