file,duration,sss
nlx-d3044f40-a516-11ea-bcc0-954f47b73b1e.wav,9.8986875,5
nlx-066ed7c0-a129-11ea-9c5f-5fb704133341.wav,0.4621875,6
nlx-2e39ccb0-a110-11ea-aef0-294d006d652e.wav,1.792,3
nlx-03febbc0-a121-11ea-9c5f-5fb704133341.wav,15.6610625,1
nlx-34d039b0-a511-11ea-8784-2352adf0139f.wav,54.5145,2
nlx-0e65ed70-a6af-11ea-8784-2352adf0139f.wav,5.9115625,3
nlx-6b73f3f0-a915-11ea-a9bd-05f6eec0ad7f.wav,0.4500625,7
nlx-0fa98ce0-a110-11ea-8784-2352adf0139f.wav,1.109375,2
nlx-5a205b00-a110-11ea-aef0-294d006d652e.wav,1.857625,6
nlx-c155fa50-a17e-11ea-bcc0-954f47b73b1e.wav,0.9226875,5
nlx-ad5c0970-a5c2-11ea-a9bd-05f6eec0ad7f.wav,1.28,6
nlx-b3e9cfa0-a28b-11ea-8784-2352adf0139f.wav,1.4506875,3
nlx-0cb3f870-a4d2-11ea-9c5f-5fb704133341.wav,16.135125,4
nlx-a65ab970-a331-11ea-aef0-294d006d652e.wav,0.5293125,2
nlx-232c2960-a2f7-11ea-aef0-294d006d652e.wav,1.9626875,3
nlx-b833b3c0-a6bc-11ea-ad75-47afc39b88d6.wav,9.8986875,4
nlx-dce3eed0-a6dd-11ea-a9bd-05f6eec0ad7f.wav,42.539,1
nlx-41250a50-a65c-11ea-aef0-294d006d652e.wav,1.306,5
nlx-04a615e0-a1fe-11ea-8784-2352adf0139f.wav,1.300375,2
nlx-80462440-a11f-11ea-9c5f-5fb704133341.wav,1.365375,2
nlx-1b3b4b30-a114-11ea-aef0-294d006d652e.wav,1.120125,6
nlx-6e84c9f0-a160-11ea-aef0-294d006d652e.wav,0.899,6
nlx-0ff2cd10-a11f-11ea-9c5f-5fb704133341.wav,0.5583125,7
nlx-8be6b700-a120-11ea-9c5f-5fb704133341.wav,31.756625,4
nlx-185326d0-a2be-11ea-bcc0-954f47b73b1e.wav,0.638875,4
nlx-7c0247c0-a119-11ea-ad75-47afc39b88d6.wav,9.47375,2
nlx-0b587070-a1fb-11ea-bcc0-954f47b73b1e.wav,1.28,1
nlx-44d89c70-a65c-11ea-aef0-294d006d652e.wav,0.9371875,5
nlx-393086b0-a118-11ea-9c5f-5fb704133341.wav,9.8986875,7
nlx-abd4b100-a1ef-11ea-bcc0-954f47b73b1e.wav,0.6995625,1
nlx-dd27ed90-a699-11ea-a9bd-05f6eec0ad7f.wav,0.645375,2
nlx-21d7cea0-a123-11ea-a9bd-05f6eec0ad7f.wav,0.653625,4
nlx-b7a124a0-a915-11ea-ad75-47afc39b88d6.wav,0.6180625,7
nlx-635ae610-a118-11ea-bcc0-954f47b73b1e.wav,9.8986875,7
nlx-9c6a1440-a36a-11ea-ad75-47afc39b88d6.wav,1.1569375,3
nlx-4df0cdc0-a2c7-11ea-bcc0-954f47b73b1e.wav,5.461375,6
nlx-0393dd00-a919-11ea-8784-2352adf0139f.wav,3.584,2
nlx-bc62df90-a85e-11ea-ad75-47afc39b88d6.wav,0.6465,3
nlx-619bf3b0-a518-11ea-9c5f-5fb704133341.wav,1.4506875,6
nlx-1d439d20-a36b-11ea-aef0-294d006d652e.wav,1.160125,4
nlx-a615b460-a8c7-11ea-8784-2352adf0139f.wav,3.669375,6
nlx-f68dfc60-a25d-11ea-ad75-47afc39b88d6.wav,0.64825,5
nlx-ab0c2490-a165-11ea-ad75-47afc39b88d6.wav,0.0170625,1
nlx-cf05a940-a91a-11ea-a9bd-05f6eec0ad7f.wav,1.1946875,3
nlx-1668e950-a86c-11ea-ad75-47afc39b88d6.wav,2.6995625,5
nlx-6cdaba70-a6a5-11ea-ad75-47afc39b88d6.wav,0.8240625,1
nlx-30120f20-a110-11ea-aef0-294d006d652e.wav,18.581375,7
nlx-270c0480-a68d-11ea-bcc0-954f47b73b1e.wav,7.9059375,4
nlx-ab910d70-a5c2-11ea-a9bd-05f6eec0ad7f.wav,1.28,6
nlx-60843100-a75b-11ea-8784-2352adf0139f.wav,2.054375,6
nlx-9de3f4f0-a84a-11ea-a9bd-05f6eec0ad7f.wav,1.857625,3
nlx-4081df10-a283-11ea-bcc0-954f47b73b1e.wav,0.7883125,7
nlx-61341730-a154-11ea-bcc0-954f47b73b1e.wav,1.76475,1
nlx-0cab3760-a1c8-11ea-9c5f-5fb704133341.wav,0.8841875,2
nlx-e77ab5b0-a6bd-11ea-8784-2352adf0139f.wav,6.3216875,3
nlx-ac18b000-a37d-11ea-8784-2352adf0139f.wav,1.9140625,2
nlx-a64c01a0-a68d-11ea-a9bd-05f6eec0ad7f.wav,18.5095,1
nlx-35eddca0-a37a-11ea-9c5f-5fb704133341.wav,9.521375,3
nlx-f0ee6ab0-a3bb-11ea-aef0-294d006d652e.wav,5.5645,3
nlx-228ab560-a8ee-11ea-aef0-294d006d652e.wav,0.7334375,6
nlx-f9e9cd30-a23f-11ea-bcc0-954f47b73b1e.wav,0.5918125,1
nlx-87c9a6f0-a11b-11ea-8784-2352adf0139f.wav,59.7480625,3
nlx-5ab47fa0-a6ed-11ea-a9bd-05f6eec0ad7f.wav,4.5284375,2
nlx-65cbf4f0-a6dd-11ea-8784-2352adf0139f.wav,3.413375,5
nlx-8cf63c30-a2d6-11ea-aef0-294d006d652e.wav,2.854125,7
nlx-70118200-a1f0-11ea-ad75-47afc39b88d6.wav,1.5863125,2
nlx-3a8d15b0-a266-11ea-aef0-294d006d652e.wav,5.248125,1
nlx-1fda7e40-a795-11ea-ad75-47afc39b88d6.wav,4.437375,5
nlx-0ad38030-a283-11ea-ad75-47afc39b88d6.wav,0.8348125,2
nlx-a32dfb30-a11b-11ea-8784-2352adf0139f.wav,2.2186875,3
nlx-d6173470-a69e-11ea-a9bd-05f6eec0ad7f.wav,0.6840625,4
nlx-498dafe0-a6e7-11ea-ad75-47afc39b88d6.wav,0.7600625,4
nlx-36138eb0-a7fc-11ea-9c5f-5fb704133341.wav,47.2223125,6
nlx-363459e0-a169-11ea-8784-2352adf0139f.wav,1.031625,6
nlx-0368f970-a458-11ea-8784-2352adf0139f.wav,1.6263125,5
nlx-ae28fb00-a541-11ea-ad75-47afc39b88d6.wav,0.70025,3
nlx-bc111730-a45a-11ea-8784-2352adf0139f.wav,2.404625,1
nlx-ead89ad0-a1e8-11ea-aef0-294d006d652e.wav,9.0013125,2
nlx-d6771560-a285-11ea-a9bd-05f6eec0ad7f.wav,0.8013125,6
nlx-c2684e10-a215-11ea-9c5f-5fb704133341.wav,1.39325,2
nlx-89f2c980-a110-11ea-8784-2352adf0139f.wav,0.8096875,2
nlx-fc9bf250-a457-11ea-8784-2352adf0139f.wav,5.78,2
nlx-d02df1f0-a34e-11ea-a9bd-05f6eec0ad7f.wav,3.817125,6
nlx-c4fa7900-a1c5-11ea-9c5f-5fb704133341.wav,9.8986875,7
nlx-26de8920-a12d-11ea-8784-2352adf0139f.wav,2.048,6
nlx-e6742a80-a180-11ea-bcc0-954f47b73b1e.wav,59.904,4
nlx-53fa9480-a1cd-11ea-ad75-47afc39b88d6.wav,2.645375,2
nlx-01b9dc10-a517-11ea-aef0-294d006d652e.wav,5.888,5
nlx-690a1fc0-a34a-11ea-aef0-294d006d652e.wav,0.7864375,4
nlx-83c87ad0-a2ac-11ea-9c5f-5fb704133341.wav,1.536,1
nlx-798433f0-a10f-11ea-8784-2352adf0139f.wav,1.4506875,4
nlx-e1692650-a831-11ea-a9bd-05f6eec0ad7f.wav,1.84725,2
nlx-8d1f9c30-a441-11ea-bcc0-954f47b73b1e.wav,0.4781875,4
nlx-6c62fe60-a3b0-11ea-bcc0-954f47b73b1e.wav,7.0154375,3
nlx-e107b430-a285-11ea-a9bd-05f6eec0ad7f.wav,1.3081875,6
nlx-aa8fb510-a1c7-11ea-ad75-47afc39b88d6.wav,0.853375,5
nlx-068e4660-a1c8-11ea-aef0-294d006d652e.wav,0.88875,1
nlx-1e0f2640-a1c5-11ea-bcc0-954f47b73b1e.wav,1.5331875,3
